yourlist:M20200824A94466D2655679D1FD8953E075198DA850B369V	Entry	Entry name	Status	Protein names	Gene names	Organism	Length	Gene ontology (GO)	Gene ontology IDs	Cross-reference (KO)
UPI000F3CB96A	A0A3M6UX28	A0A3M6UX28_9CNID	unreviewed	Battenin	pdam_00000154	Pocillopora damicornis	452	integral component of membrane [GO:0016021]; lysosomal membrane [GO:0005765]	GO:0005765; GO:0016021	
UPI000C016C64	A0A2B4SVT8	A0A2B4SVT8_STYPI	unreviewed	Peptidyl-prolyl cis-trans isomerase (EC 5.2.1.8)	pin4 AWC38_SpisGene1200	Stylophora pistillata (Smooth cauliflower coral)	138	DNA binding [GO:0003677]; peptidyl-prolyl cis-trans isomerase activity [GO:0003755]; rRNA processing [GO:0006364]	GO:0003677; GO:0003755; GO:0006364	
UPI000C005561	A0A2B4SKY7	A0A2B4SKY7_STYPI	unreviewed	Uncharacterized protein	AWC38_SpisGene4631	Stylophora pistillata (Smooth cauliflower coral)	295	calcium ion binding [GO:0005509]	GO:0005509	
UPI0002344CA3	G8HTA2	G8HTA2_ACRMI	unreviewed	VWFA domain-containing protein		Acropora millepora (Staghorn coral) (Heteropora millepora)	449			
UPI00015B380F	A7RH30	A7RH30_NEMVE	unreviewed	Predicted protein	v1g238212	Nematostella vectensis (Starlet sea anemone)	131	nucleus [GO:0005634]	GO:0005634	
UPI000C04C2D6	A0A3M6U1B6	A0A3M6U1B6_9CNID	unreviewed	Uncharacterized protein	pdam_00012672	Pocillopora damicornis	178	GTP binding [GO:0005525]	GO:0005525	
UPI000F3E9DE7	A0A3M6UWK2	A0A3M6UWK2_9CNID	unreviewed	Uncharacterized protein	pdam_00013418	Pocillopora damicornis	518	integral component of membrane [GO:0016021]; transmembrane transporter activity [GO:0022857]	GO:0016021; GO:0022857	
UPI000C017243	A0A2B4RRY7	A0A2B4RRY7_STYPI	unreviewed	Uncharacterized protein	AWC38_SpisGene16044	Stylophora pistillata (Smooth cauliflower coral)	144			
UPI000F3F2202	A0A3M6TJN2	A0A3M6TJN2_9CNID	unreviewed	Uncharacterized protein	pdam_00013076	Pocillopora damicornis	486	voltage-gated potassium channel complex [GO:0008076]; voltage-gated potassium channel activity [GO:0005249]; protein homooligomerization [GO:0051260]; regulation of ion transmembrane transport [GO:0034765]	GO:0005249; GO:0008076; GO:0034765; GO:0051260	
UPI000C004A93	A0A2B4SLZ5	A0A2B4SLZ5_STYPI	unreviewed	Tudor and KH domain-containing protein	TDRKH AWC38_SpisGene5361	Stylophora pistillata (Smooth cauliflower coral)	969	integral component of membrane [GO:0016021]; RNA binding [GO:0003723]	GO:0003723; GO:0016021	
UPI000F3EA591	A0A3M6V209	A0A3M6V209_9CNID	unreviewed	Uncharacterized protein	pdam_00001092	Pocillopora damicornis	201	integral component of membrane [GO:0016021]	GO:0016021	
UPI000F4190FC	A0A3M6TBH5	A0A3M6TBH5_9CNID	unreviewed	Uncharacterized protein	pdam_00025665	Pocillopora damicornis	190			
UPI000F3EBD63	A0A3M6TXS2	A0A3M6TXS2_9CNID	unreviewed	Uncharacterized protein	pdam_00007819	Pocillopora damicornis	236			
UPI000C012CBE	A0A2B4SGA9	A0A2B4SGA9_STYPI	unreviewed	Tetratricopeptide repeat protein 16	Ttc16 AWC38_SpisGene7147	Stylophora pistillata (Smooth cauliflower coral)	673			
UPI000F3BD1F1	A0A3M6TZM9	A0A3M6TZM9_9CNID	unreviewed	Metallophos domain-containing protein	pdam_00022075	Pocillopora damicornis	284	hydrolase activity [GO:0016787]	GO:0016787	
UPI000C016A5D	A0A2B4SCU8	A0A2B4SCU8_STYPI	unreviewed	Uncharacterized protein	AWC38_SpisGene8927	Stylophora pistillata (Smooth cauliflower coral)	284			
UPI000C00DBC5	A0A2B4S5M4	A0A2B4S5M4_STYPI	unreviewed	U4/U6.U5 small nuclear ribonucleoprotein 27 kDa protein (U4/U6.U5 tri-snRNP-associated protein 3)	Snrnp27 AWC38_SpisGene11061	Stylophora pistillata (Smooth cauliflower coral)	174	RNA splicing [GO:0008380]	GO:0008380	
UPI000F3CD9CE	A0A3M6TUB2	A0A3M6TUB2_9CNID	unreviewed	Uncharacterized protein	pdam_00025444	Pocillopora damicornis	198			
UPI000F3E52C6	A0A3M6U2H7	A0A3M6U2H7_9CNID	unreviewed	G_PROTEIN_RECEP_F1_2 domain-containing protein	pdam_00011787	Pocillopora damicornis	424	integral component of membrane [GO:0016021]; G protein-coupled receptor activity [GO:0004930]	GO:0004930; GO:0016021	
UPI000F3BDD75	A0A3M6T9V4	A0A3M6T9V4_9CNID	unreviewed	Uncharacterized protein	pdam_00003081	Pocillopora damicornis	103			
UPI000F3ACED0	A0A3M6UV04	A0A3M6UV04_9CNID	unreviewed	RRM domain-containing protein	pdam_00005753	Pocillopora damicornis	206	RNA binding [GO:0003723]	GO:0003723	
UPI0010BA6DA9	A0A482YT46	A0A482YT46_9BACT	unreviewed	Reverse transcriptase domain-containing protein	BBROOKSOX_1715	Bathymodiolus brooksi thiotrophic gill symbiont	1259			
UPI000C01BB0A	A0A2B4RLB1	A0A2B4RLB1_STYPI	unreviewed	V-type proton ATPase subunit H	VhaSFD AWC38_SpisGene18666	Stylophora pistillata (Smooth cauliflower coral)	468	vacuolar proton-transporting V-type ATPase, V1 domain [GO:0000221]; proton-transporting ATPase activity, rotational mechanism [GO:0046961]	GO:0000221; GO:0046961	
UPI000F3E7439	A0A3M6TSD0	A0A3M6TSD0_9CNID	unreviewed	Uncharacterized protein	pdam_00005284	Pocillopora damicornis	205			
UPI000C013E15	A0A2B4SMN2	A0A2B4SMN2_STYPI	unreviewed	GA-binding protein subunit beta-2	Gabpb2 AWC38_SpisGene5340	Stylophora pistillata (Smooth cauliflower coral)	884			
UPI000F406881	A0A3M6TAG9	A0A3M6TAG9_9CNID	unreviewed	Uncharacterized protein	pdam_00005487	Pocillopora damicornis	618	intramolecular transferase activity, phosphotransferases [GO:0016868]; magnesium ion binding [GO:0000287]; carbohydrate metabolic process [GO:0005975]	GO:0000287; GO:0005975; GO:0016868	
UPI000C0010DE	A0A2B4SXP7	A0A2B4SXP7_STYPI	unreviewed	Uncharacterized protein	AWC38_SpisGene1473	Stylophora pistillata (Smooth cauliflower coral)	2787			
UPI000C00623C	A0A2B4SNJ4	A0A2B4SNJ4_STYPI	unreviewed	THAP domain-containing protein 11	thap11 AWC38_SpisGene4765	Stylophora pistillata (Smooth cauliflower coral)	524	DNA binding [GO:0003677]	GO:0003677	
UPI000F404C2F	A0A3M6TXJ7	A0A3M6TXJ7_9CNID	unreviewed	Uncharacterized protein	pdam_00009383	Pocillopora damicornis	319	folic acid binding [GO:0005542]; transferase activity [GO:0016740]	GO:0005542; GO:0016740	
UPI0009E4CF41	A0A2B4REB5	A0A2B4REB5_STYPI	unreviewed	Centrin-3	CETN3 AWC38_SpisGene20618	Stylophora pistillata (Smooth cauliflower coral)	168	calcium ion binding [GO:0005509]	GO:0005509	
UPI0009E4CF41	A0A3M6UGF4	A0A3M6UGF4_9CNID	unreviewed	Uncharacterized protein	pdam_00014224	Pocillopora damicornis	168	calcium ion binding [GO:0005509]	GO:0005509	
UPI000F3B1164	A0A3M6T814	A0A3M6T814_9CNID	unreviewed	Endonuclease_NS domain-containing protein	pdam_00011717	Pocillopora damicornis	368	hydrolase activity [GO:0016787]; metal ion binding [GO:0046872]; nucleic acid binding [GO:0003676]	GO:0003676; GO:0016787; GO:0046872	
UPI000C01C214	A0A2B4STD0	A0A2B4STD0_STYPI	unreviewed	Kinesin-like protein	kif22 AWC38_SpisGene3428	Stylophora pistillata (Smooth cauliflower coral)	609	microtubule [GO:0005874]; ATP binding [GO:0005524]; microtubule binding [GO:0008017]; microtubule motor activity [GO:0003777]; microtubule-based movement [GO:0007018]	GO:0003777; GO:0005524; GO:0005874; GO:0007018; GO:0008017	
UPI000C0068B5	A0A2B4RJE8	A0A2B4RJE8_STYPI	unreviewed	Uncharacterized protein	AWC38_SpisGene18753	Stylophora pistillata (Smooth cauliflower coral)	121			
UPI000C00C59A	A0A2B4SJ55	A0A2B4SJ55_STYPI	unreviewed	Matrix metalloproteinase-16	Mmp16 AWC38_SpisGene5853	Stylophora pistillata (Smooth cauliflower coral)	512	extracellular matrix [GO:0031012]; metalloendopeptidase activity [GO:0004222]; zinc ion binding [GO:0008270]	GO:0004222; GO:0008270; GO:0031012	
UPI000C00714D	A0A2B4SC20	A0A2B4SC20_STYPI	unreviewed	Uncharacterized protein	AWC38_SpisGene7030	Stylophora pistillata (Smooth cauliflower coral)	597			
UPI000C013FB0	A0A2B4RWD1	A0A2B4RWD1_STYPI	unreviewed	Tripartite motif-containing protein 2	TRIM2 AWC38_SpisGene14913	Stylophora pistillata (Smooth cauliflower coral)	902	regulation of apoptotic process [GO:0042981]	GO:0042981	
UPI000F406FDC	A0A3M6T442	A0A3M6T442_9CNID	unreviewed	Uncharacterized protein	pdam_00010213	Pocillopora damicornis	105	integral component of membrane [GO:0016021]	GO:0016021	
UPI000F3F119D	A0A3M6UXL4	A0A3M6UXL4_9CNID	unreviewed	Uncharacterized protein	pdam_00020642	Pocillopora damicornis	441	metal ion binding [GO:0046872]	GO:0046872	
UPI000F3ADEF0	A0A3M6UP81	A0A3M6UP81_9CNID	unreviewed	Uncharacterized protein	pdam_00019358	Pocillopora damicornis	376	cytoplasm [GO:0005737]; cytoskeleton [GO:0005856]; ATP binding [GO:0005524]	GO:0005524; GO:0005737; GO:0005856	
UPI000C00940E	A0A2B4SNG8	A0A2B4SNG8_STYPI	unreviewed	CXXC-type zinc finger protein 1	Cfp1 AWC38_SpisGene5253	Stylophora pistillata (Smooth cauliflower coral)	550	Set1C/COMPASS complex [GO:0048188]; DNA binding [GO:0003677]; zinc ion binding [GO:0008270]	GO:0003677; GO:0008270; GO:0048188	
UPI000F3F93D5	A0A3M6TFM5	A0A3M6TFM5_9CNID	unreviewed	THAP-type domain-containing protein (Fragment)	pdam_00023786	Pocillopora damicornis	111	DNA binding [GO:0003677]	GO:0003677	
UPI0000375AE0	Q6JBR3	Q6JBR3_ACRMI	unreviewed	Zinc finger transcription factor	snail	Acropora millepora (Staghorn coral) (Heteropora millepora)	264			
UPI000E40F340	A0A3P8P1G2	A0A3P8P1G2_ASTCA	unreviewed	Uncharacterized protein		Astatotilapia calliptera (Eastern happy) (Chromis callipterus)	1316	aspartic-type endopeptidase activity [GO:0004190]; nucleic acid binding [GO:0003676]; zinc ion binding [GO:0008270]; DNA integration [GO:0015074]	GO:0003676; GO:0004190; GO:0008270; GO:0015074	
UPI000F3E7406	A0A3M6TKZ8	A0A3M6TKZ8_9CNID	unreviewed	DNA-directed RNA polymerase subunit (EC 2.7.7.6)	pdam_00001292	Pocillopora damicornis	1889	DNA binding [GO:0003677]; DNA-directed 5'-3' RNA polymerase activity [GO:0003899]; transcription by RNA polymerase II [GO:0006366]	GO:0003677; GO:0003899; GO:0006366	
UPI000C00A656	A0A2B4SKA6	A0A2B4SKA6_STYPI	unreviewed	Uncharacterized protein	AWC38_SpisGene4875	Stylophora pistillata (Smooth cauliflower coral)	378			
UPI000F40FA50	A0A3M6UN94	A0A3M6UN94_9CNID	unreviewed	Uncharacterized protein	pdam_00007426	Pocillopora damicornis	111	integral component of membrane [GO:0016021]	GO:0016021	
UPI000F3E274A	A0A3M6TIE5	A0A3M6TIE5_9CNID	unreviewed	FMN hydroxy acid dehydrogenase domain-containing protein	pdam_00023869	Pocillopora damicornis	358	FMN binding [GO:0010181]; oxidoreductase activity [GO:0016491]	GO:0010181; GO:0016491	
UPI000F3FE298	A0A3M6TLL2	A0A3M6TLL2_9CNID	unreviewed	Small ubiquitin-related modifier (SUMO)	pdam_00009871	Pocillopora damicornis	91	nucleus [GO:0005634]	GO:0005634	
UPI000C0063C8	A0A2B4SSJ1	A0A2B4SSJ1_STYPI	unreviewed	Glutamate-rich WD repeat-containing protein 1	GRWD1 AWC38_SpisGene3661	Stylophora pistillata (Smooth cauliflower coral)	466	nucleus [GO:0005634]	GO:0005634	
UPI000C01DA1C	A0A2B4R3B4	A0A2B4R3B4_STYPI	unreviewed	Retrovirus-related Pol polyprotein	pol AWC38_SpisGene23982	Stylophora pistillata (Smooth cauliflower coral)	579	nucleic acid binding [GO:0003676]; DNA integration [GO:0015074]	GO:0003676; GO:0015074	
UPI000C00F56D	A0A2B4RQL9	A0A2B4RQL9_STYPI	unreviewed	THAP-type domain-containing protein	AWC38_SpisGene12388 AWC38_SpisGene14798 AWC38_SpisGene21322 AWC38_SpisGene9128	Stylophora pistillata (Smooth cauliflower coral)	485	DNA binding [GO:0003677]	GO:0003677	
UPI000C010C2B	A0A2B4S3G2	A0A2B4S3G2_STYPI	unreviewed	C2H2-type domain-containing protein	AWC38_SpisGene12395	Stylophora pistillata (Smooth cauliflower coral)	1123			
UPI000F41A05D	A0A3M6TES1	A0A3M6TES1_9CNID	unreviewed	RNA helicase (EC 3.6.4.13)	pdam_00008079	Pocillopora damicornis	766	ATP binding [GO:0005524]; RNA binding [GO:0003723]; RNA helicase activity [GO:0003724]	GO:0003723; GO:0003724; GO:0005524	
UPI000F41B02D	A0A3M6UCQ9	A0A3M6UCQ9_9CNID	unreviewed	Uncharacterized protein	pdam_00004653	Pocillopora damicornis	2613	nucleus [GO:0005634]; DNA-binding transcription factor activity [GO:0003700]; zinc ion binding [GO:0008270]	GO:0003700; GO:0005634; GO:0008270	
UPI000C015B1F	A0A2B4SK19	A0A2B4SK19_STYPI	unreviewed	Protein lin-52-like	LIN52 AWC38_SpisGene6430	Stylophora pistillata (Smooth cauliflower coral)	118	DRM complex [GO:0070176]; transcription, DNA-templated [GO:0006351]	GO:0006351; GO:0070176	
UPI000C00BB0B	A0A2B4RKW7	A0A2B4RKW7_STYPI	unreviewed	Ras-related protein Rab-10	AWC38_SpisGene18227	Stylophora pistillata (Smooth cauliflower coral)	210	GTP binding [GO:0005525]; GTPase activity [GO:0003924]	GO:0003924; GO:0005525	
UPI000C0198CF	A0A2B4S4I7	A0A2B4S4I7_STYPI	unreviewed	Oxysterol-binding protein	osbpl9 AWC38_SpisGene11427	Stylophora pistillata (Smooth cauliflower coral)	756	lipid transport [GO:0006869]	GO:0006869	
UPI000F3DFD28	A0A3M6TTJ9	A0A3M6TTJ9_9CNID	unreviewed	BLOC-1-related complex subunit 5	pdam_00002758	Pocillopora damicornis	209	lysosome localization [GO:0032418]	GO:0032418	
UPI000F3F6580	A0A3M6UVC4	A0A3M6UVC4_9CNID	unreviewed	GB1/RHD3-type G domain-containing protein	pdam_00015896	Pocillopora damicornis	654	membrane [GO:0016020]; GTP binding [GO:0005525]; GTPase activity [GO:0003924]	GO:0003924; GO:0005525; GO:0016020	
UPI000C006157	A0A2B4S5M6	A0A2B4S5M6_STYPI	unreviewed	Sodium/hydrogen exchanger	Slc9a8 AWC38_SpisGene9345	Stylophora pistillata (Smooth cauliflower coral)	594	integral component of membrane [GO:0016021]; sodium:proton antiporter activity [GO:0015385]; regulation of pH [GO:0006885]	GO:0006885; GO:0015385; GO:0016021	
UPI000C005C2E	A0A2B4RNI5	A0A2B4RNI5_STYPI	unreviewed	CARD domain-containing protein	AWC38_SpisGene15577	Stylophora pistillata (Smooth cauliflower coral)	439	regulation of apoptotic process [GO:0042981]	GO:0042981	
UPI000C0170AE	A0A2B4SZG2	A0A2B4SZG2_STYPI	unreviewed	3-hydroxyacyl-CoA dehydrogenase type-2	scu AWC38_SpisGene828	Stylophora pistillata (Smooth cauliflower coral)	258	oxidoreductase activity [GO:0016491]	GO:0016491	
UPI000F3E07F4	A0A3M6UUH6	A0A3M6UUH6_9CNID	unreviewed	Uncharacterized protein	pdam_00025728	Pocillopora damicornis	91			
UPI000F3CFD33	A0A3M6URP7	A0A3M6URP7_9CNID	unreviewed	Uncharacterized protein	pdam_00018241	Pocillopora damicornis	336			
UPI000C013BD9	A0A2B4RIU5	A0A2B4RIU5_STYPI	unreviewed	Uncharacterized protein	AWC38_SpisGene19444	Stylophora pistillata (Smooth cauliflower coral)	380			
UPI000C018830	A0A2B4SWZ6	A0A2B4SWZ6_STYPI	unreviewed	Polyubiquitin	TU20 AWC38_SpisGene2156	Stylophora pistillata (Smooth cauliflower coral)	341	ubiquitin-protein transferase activity [GO:0004842]	GO:0004842	
UPI000C018511	A0A2B4SUA7	A0A2B4SUA7_STYPI	unreviewed	Ubiquitin-conjugating enzyme E2 2	UBC2 AWC38_SpisGene2157	Stylophora pistillata (Smooth cauliflower coral)	153			
UPI000F3B042D	A0A3M6T5I1	A0A3M6T5I1_9CNID	unreviewed	Uncharacterized protein	pdam_00019458	Pocillopora damicornis	247			
UPI000F3F34B8	A0A3M6U208	A0A3M6U208_9CNID	unreviewed	Uncharacterized protein	pdam_00018997	Pocillopora damicornis	595	ATP binding [GO:0005524]; ATPase activity [GO:0016887]	GO:0005524; GO:0016887	
UPI000BBD9966	A0A3B1KCD3	A0A3B1KCD3_ASTMX	unreviewed	Tripartite motif containing 2a		Astyanax mexicanus (Blind cave fish) (Astyanax fasciatus mexicanus)	747	zinc ion binding [GO:0008270]; myeloid cell differentiation [GO:0030099]; primitive hemopoiesis [GO:0060215]	GO:0008270; GO:0030099; GO:0060215	
UPI000F3E6406	A0A3M6ULD4	A0A3M6ULD4_9CNID	unreviewed	Uncharacterized protein	pdam_00013174	Pocillopora damicornis	440			
UPI000F3E597E	A0A3M6V574	A0A3M6V574_9CNID	unreviewed	Coatomer subunit epsilon	pdam_00007552	Pocillopora damicornis	299	cytoplasmic vesicle [GO:0031410]; Golgi membrane [GO:0000139]; structural molecule activity [GO:0005198]; protein transport [GO:0015031]; retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum [GO:0006890]	GO:0000139; GO:0005198; GO:0006890; GO:0015031; GO:0031410	
UPI000C01024F	A0A2B4S7E4	A0A2B4S7E4_STYPI	unreviewed	Uncharacterized protein	AWC38_SpisGene10956	Stylophora pistillata (Smooth cauliflower coral)	779	integral component of membrane [GO:0016021]	GO:0016021	
UPI000F3E3E6C	A0A3M6TRG4	A0A3M6TRG4_9CNID	unreviewed	Uncharacterized protein	pdam_00011277	Pocillopora damicornis	253	cytosolic large ribosomal subunit [GO:0022625]; structural constituent of ribosome [GO:0003735]; maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [GO:0000463]	GO:0000463; GO:0003735; GO:0022625	
UPI000C016E39	A0A2B4SEV1	A0A2B4SEV1_STYPI	unreviewed	Caveolin	CAV2 AWC38_SpisGene25807	Stylophora pistillata (Smooth cauliflower coral)	151	caveola [GO:0005901]; Golgi membrane [GO:0000139]; integral component of membrane [GO:0016021]; caveola assembly [GO:0070836]	GO:0000139; GO:0005901; GO:0016021; GO:0070836	
UPI000F3BE177	A0A3M6V3P9	A0A3M6V3P9_9CNID	unreviewed	Uncharacterized protein	pdam_00001370	Pocillopora damicornis	525			
UPI000F3CA502	A0A3M6TZY4	A0A3M6TZY4_9CNID	unreviewed	Parahox neighbor (EC 4.1.1.97) (Ureidoimidazoline (2-oxo-4-hydroxy-4-carboxy-5-) decarboxylase)	pdam_00011958	Pocillopora damicornis	174	allantoin biosynthetic process [GO:0019428]	GO:0019428	
UPI000C0121B2	A0A2B4SM28	A0A2B4SM28_STYPI	unreviewed	Protein SREK1IP1	Srek1ip1 AWC38_SpisGene5004	Stylophora pistillata (Smooth cauliflower coral)	192	nucleic acid binding [GO:0003676]; zinc ion binding [GO:0008270]	GO:0003676; GO:0008270	
UPI000F3F1E59	A0A3M6U1K3	A0A3M6U1K3_9CNID	unreviewed	Uncharacterized protein	pdam_00018741	Pocillopora damicornis	162			
UPI0010B2F6B7	A0A482YQ04	A0A482YQ04_9BACT	unreviewed	Dimer_Tnp_hAT domain-containing protein	BBROOKSOX_383	Bathymodiolus brooksi thiotrophic gill symbiont	336	protein dimerization activity [GO:0046983]	GO:0046983	
UPI000C00C953	A0A2B4SBP3	A0A2B4SBP3_STYPI	unreviewed	Solute carrier family 23 member 2	slc23a2 AWC38_SpisGene8557	Stylophora pistillata (Smooth cauliflower coral)	592	integral component of membrane [GO:0016021]; transmembrane transporter activity [GO:0022857]	GO:0016021; GO:0022857	
UPI000C00C7BD	A0A2B4RW77	A0A2B4RW77_STYPI	unreviewed	Helicase with zinc finger domain 2	HELZ2 AWC38_SpisGene14438	Stylophora pistillata (Smooth cauliflower coral)	3435	helicase activity [GO:0004386]; metal ion binding [GO:0046872]; ribonuclease activity [GO:0004540]; RNA binding [GO:0003723]	GO:0003723; GO:0004386; GO:0004540; GO:0046872	
UPI000F417118	A0A3M6UCU6	A0A3M6UCU6_9CNID	unreviewed	Uncharacterized protein	pdam_00011377	Pocillopora damicornis	237			
UPI000F3EC3E6	A0A3M6UJV4	A0A3M6UJV4_9CNID	unreviewed	Uncharacterized protein	pdam_00010712	Pocillopora damicornis	165	integral component of membrane [GO:0016021]	GO:0016021	
UPI000F40EA5D	A0A3M6TPM3	A0A3M6TPM3_9CNID	unreviewed	60S ribosomal protein L27a	pdam_00014963	Pocillopora damicornis	148	large ribosomal subunit [GO:0015934]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	GO:0003735; GO:0006412; GO:0015934	
UPI0010B2C654	A0A482YMQ4	A0A482YMQ4_9BACT	unreviewed	Endo/exonuclease/phosphatase domain-containing protein	BBROOKSOX_201	Bathymodiolus brooksi thiotrophic gill symbiont	472			
UPI000F3AC691	A0A3M6UCG4	A0A3M6UCG4_9CNID	unreviewed	Uncharacterized protein	pdam_00011366	Pocillopora damicornis	281	calcium ion binding [GO:0005509]	GO:0005509	
UPI000C01B77E	A0A2B4REF6	A0A2B4REF6_STYPI	unreviewed	Surfeit locus protein 2	SURF2 AWC38_SpisGene20613	Stylophora pistillata (Smooth cauliflower coral)	221			
UPI000F3E6FAF	A0A3M6TJK1	A0A3M6TJK1_9CNID	unreviewed	Uncharacterized protein	pdam_00013081	Pocillopora damicornis	151			
UPI000C008F25	A0A2B4RZB2	A0A2B4RZB2_STYPI	unreviewed	Ras-related protein Rab-24	Rab24 AWC38_SpisGene11651	Stylophora pistillata (Smooth cauliflower coral)	205	GTP binding [GO:0005525]; GTPase activity [GO:0003924]	GO:0003924; GO:0005525	
UPI000C01CCD1	A0A2B4RQP0	A0A2B4RQP0_STYPI	unreviewed	Notch-regulated ankyrin repeat-containing protein	nrarp AWC38_SpisGene16106	Stylophora pistillata (Smooth cauliflower coral)	105			
UPI000F3BCBBB	A0A3M6U0L7	A0A3M6U0L7_9CNID	unreviewed	DUF3504 domain-containing protein	pdam_00023704	Pocillopora damicornis	275	DNA binding [GO:0003677]; DNA integration [GO:0015074]; DNA recombination [GO:0006310]	GO:0003677; GO:0006310; GO:0015074	
UPI000C012E44	A0A2B4S927	A0A2B4S927_STYPI	unreviewed	Structural maintenance of chromosomes protein	smc4 AWC38_SpisGene10333	Stylophora pistillata (Smooth cauliflower coral)	1240	chromosome [GO:0005694]; nucleus [GO:0005634]; ATP binding [GO:0005524]; chromosome organization [GO:0051276]	GO:0005524; GO:0005634; GO:0005694; GO:0051276	
UPI000C008AD4	A0A2B4S736	A0A2B4S736_STYPI	unreviewed	Vacuolar proton pump subunit B (V-ATPase subunit B) (Vacuolar proton pump subunit B)	VHA55 AWC38_SpisGene9655	Stylophora pistillata (Smooth cauliflower coral)	496	proton-transporting V-type ATPase, V1 domain [GO:0033180]; ATP binding [GO:0005524]; ATP metabolic process [GO:0046034]; proton transmembrane transport [GO:1902600]	GO:0005524; GO:0033180; GO:0046034; GO:1902600	
UPI000C002A0D	A0A2B4SBT3	A0A2B4SBT3_STYPI	unreviewed	Raftlin	Rftn1 AWC38_SpisGene9312	Stylophora pistillata (Smooth cauliflower coral)	448			
UPI000F3C38A7	A0A3M6V451	A0A3M6V451_9CNID	unreviewed	THAP-type domain-containing protein	pdam_00025483	Pocillopora damicornis	565	integral component of membrane [GO:0016021]; DNA binding [GO:0003677]	GO:0003677; GO:0016021	
UPI000C015326	A0A2B4RN92	A0A2B4RN92_STYPI	unreviewed	Alcohol dehydrogenase [NADP(+)]	Akr1a1 AWC38_SpisGene15664	Stylophora pistillata (Smooth cauliflower coral)	319	oxidoreductase activity [GO:0016491]	GO:0016491	
UPI000F3C91A3	A0A3M6UCI9	A0A3M6UCI9_9CNID	unreviewed	Uncharacterized protein	pdam_00011363	Pocillopora damicornis	347			
UPI000F3E152F	A0A3M6TRI7	A0A3M6TRI7_9CNID	unreviewed	Hexosyltransferase (EC 2.4.1.-)	pdam_00012967	Pocillopora damicornis	405	Golgi membrane [GO:0000139]; integral component of membrane [GO:0016021]; transferase activity, transferring glycosyl groups [GO:0016757]; protein glycosylation [GO:0006486]	GO:0000139; GO:0006486; GO:0016021; GO:0016757	
UPI000C01B78E	A0A2B4SNQ2	A0A2B4SNQ2_STYPI	unreviewed	Pumilio domain-containing protein KIAA0020-like	AWC38_SpisGene5022	Stylophora pistillata (Smooth cauliflower coral)	680	RNA binding [GO:0003723]	GO:0003723	
UPI000C01773E	A0A2B4RZC5	A0A2B4RZC5_STYPI	unreviewed	Uncharacterized protein	AWC38_SpisGene13917	Stylophora pistillata (Smooth cauliflower coral)	436			
UPI000C01E108	A0A2B4RS71	A0A2B4RS71_STYPI	unreviewed	Apple domain-containing protein	AWC38_SpisGene15901	Stylophora pistillata (Smooth cauliflower coral)	474	integral component of membrane [GO:0016021]	GO:0016021	
UPI000C0089D4	A0A2B4S6C0	A0A2B4S6C0_STYPI	unreviewed	Tripartite motif-containing protein 45	Trim45 AWC38_SpisGene11056	Stylophora pistillata (Smooth cauliflower coral)	462	zinc ion binding [GO:0008270]	GO:0008270	
UPI000C00621B	A0A2B4RM99	A0A2B4RM99_STYPI	unreviewed	NmrA-like family domain-containing protein 1	NMRAL1 AWC38_SpisGene16025	Stylophora pistillata (Smooth cauliflower coral)	296			
UPI000F401AE0	A0A3M6T5Q7	A0A3M6T5Q7_9CNID	unreviewed	SH2 domain-containing protein	pdam_00015002	Pocillopora damicornis	513			
UPI000F3B5CA4	A0A3M6U9D0	A0A3M6U9D0_9CNID	unreviewed	Uncharacterized protein	pdam_00004780	Pocillopora damicornis	136			
UPI000F401220	A0A3M6U9D1	A0A3M6U9D1_9CNID	unreviewed	Uncharacterized protein	pdam_00018203	Pocillopora damicornis	1713			
UPI0009E3617B	A0A3M6TW53	A0A3M6TW53_9CNID	unreviewed	Tubulin alpha chain	pdam_00008421	Pocillopora damicornis	451	cytoplasm [GO:0005737]; microtubule [GO:0005874]; GTP binding [GO:0005525]; GTPase activity [GO:0003924]; structural constituent of cytoskeleton [GO:0005200]; microtubule-based process [GO:0007017]	GO:0003924; GO:0005200; GO:0005525; GO:0005737; GO:0005874; GO:0007017	
UPI000C016ED5	A0A2B4SQN0	A0A2B4SQN0_STYPI	unreviewed	Protein LAP2	ERBB2IP AWC38_SpisGene4424	Stylophora pistillata (Smooth cauliflower coral)	1030			
UPI000F3DAB5D	A0A3M6V505	A0A3M6V505_9CNID	unreviewed	S4 RNA-binding domain-containing protein	pdam_00024227	Pocillopora damicornis	182	rRNA binding [GO:0019843]	GO:0019843	
